ID,English,French,MSA,POS,Category,CODA,Region,ASimLevel,FSimLevel,DFreqLevel,DComLevel,EasinessScore
874,matter,sujet,أَمْر,NOUN,Easy,حكاية,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
874,matter,sujet,أَمْر,NOUN,Hard,سوجي,Morocco+Algeria,D,D,M,L,50
874,matter,sujet,أَمْر,NOUN,Medium,شأن,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
874,matter,sujet,أَمْر,NOUN,Easy,شغلة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
874,matter,sujet,أَمْر,NOUN,Easy,شي,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
874,matter,sujet,أَمْر,NOUN,Medium,غرض,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
874,matter,sujet,أَمْر,NOUN,Easy,قضية,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,M,M,200
874,matter,sujet,أَمْر,NOUN,Easy,مسألة,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
874,matter,sujet,أَمْر,NOUN,Medium,مشكلة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
874,matter,sujet,أَمْر,NOUN,Easy,موضوع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,اخ,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,استاذ,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,D,H,H,300
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,دكتور,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,ست,Tunisia+Libya,D,D,H,L,200
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,سي,"Morocco+Algeria, Tunisia+Libya",D,D,H,M,250
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,سيد,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
876,"mr. , sir",monsieur,سَيِّد,NOUN,Medium,شيخ,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,طيب,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,عم,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
876,"mr. , sir",monsieur,سَيِّد,NOUN,Easy,عمي,Tunisia+Libya,D,D,H,L,200
876,"mr. , sir",monsieur,سَيِّد,NOUN,Medium,عمو,Tunisia+Libya,D,D,M,L,150
876,"mr. , sir",monsieur,سَيِّد,NOUN,Hard,فندم,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,القليل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,جليل,Iraq,D,D,M,L,150
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,حبة,Egypt+Sudan,D,D,M,L,150
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,حبتين ثلاث,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,شوي,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,شوية,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,D,M,H,250
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,شويه,Egypt+Sudan,D,D,H,L,200
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,طريف,Tunisia+Libya,D,D,H,L,200
878,a little bit,un peu,ال+ قَلِيل,ADJ,Hard,طشة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
878,a little bit,un peu,ال+ قَلِيل,ADJ,Easy,قليل,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,قليلة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
878,a little bit,un peu,ال+ قَلِيل,ADJ,Hard,كمية صغيرة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,ماشي بزاف,Morocco+Algeria,D,D,H,L,100
878,a little bit,un peu,ال+ قَلِيل,ADJ,Medium,نتفة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,اهواي,Iraq,D,D,M,L,150
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,برشا,Tunisia+Libya,D,D,H,L,100
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,بزاف,Morocco+Algeria,D,D,H,L,100
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,خيرات,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,زياة,Egypt+Sudan,D,D,L,L,100
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,كتير,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Easy,كثير,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Hard,كمية كبيرة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Easy,كون,Iraq,D,D,H,L,200
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,ملان,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Easy,نود,Tunisia+Libya,D,D,H,L,200
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Hard,هلبة,Tunisia+Libya,D,D,M,L,50
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Medium,هوايا,Iraq,D,D,M,L,150
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Easy,واجد,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
880,"many , a lot",beaucoup,كَثِيراً,ADJ,Easy,ياسر,Tunisia+Libya,D,D,H,L,200
881,"still , yet",encore,ما زال,VERB,Easy,بعد,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
881,"still , yet",encore,ما زال,VERB,Easy,بعده,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
881,"still , yet",encore,ما زال,VERB,Hard,ضله,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
881,"still , yet",encore,ما زال,VERB,Medium,عاده,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
881,"still , yet",encore,ما زال,VERB,Hard,لالحين,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
881,"still , yet",encore,ما زال,VERB,Medium,لا زال,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
881,"still , yet",encore,ما زال,VERB,Easy,لسا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
881,"still , yet",encore,ما زال,VERB,Hard,لساته,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
881,"still , yet",encore,ما زال,VERB,Medium,لسع,"Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,D,M,M,150
881,"still , yet",encore,ما زال,VERB,Hard,لهسا,Iraq,D,D,M,L,50
881,"still , yet",encore,ما زال,VERB,Hard,ليهسا,Iraq,D,D,L,L,0
881,"still , yet",encore,ما زال,VERB,Easy,ما زال,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,H,M,1200
881,"still , yet",encore,ما زال,VERB,Medium,مازال,Tunisia+Libya,D,D,H,L,100
882,leave,laisser,تَرَك,VERB,Medium,اتخلى,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
882,leave,laisser,تَرَك,VERB,Medium,اهمل,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
882,leave,laisser,تَرَك,VERB,Easy,ترك,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
882,leave,laisser,تَرَك,VERB,Easy,حط,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,خرج,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,خلا,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,خلف,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,خلى,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,M,H,250
882,leave,laisser,تَرَك,VERB,Easy,درب,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Hard,دشر,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
882,leave,laisser,تَرَك,VERB,Easy,راح,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,رحل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,ساب,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
882,leave,laisser,تَرَك,VERB,Easy,سيب,"Tunisia+Libya, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
882,leave,laisser,تَرَك,VERB,Easy,طلع,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
882,leave,laisser,تَرَك,VERB,Hard,طنش,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
882,leave,laisser,تَرَك,VERB,Medium,عاف,Iraq,D,D,M,L,150
882,leave,laisser,تَرَك,VERB,Easy,غادر,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Medium,فارق,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
882,leave,laisser,تَرَك,VERB,Medium,فلت,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
882,leave,laisser,تَرَك,VERB,Easy,مشى,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
882,leave,laisser,تَرَك,VERB,Easy,مشي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Easy,هجر,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
882,leave,laisser,تَرَك,VERB,Medium,هد,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
882,leave,laisser,تَرَك,VERB,Medium,ورث,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,اذا سمحت,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Hard,اسكه,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,اقدر,Iraq,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Hard,اكدر,Iraq,D,D,M,L,50
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,باقدر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,M,M,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,باقدر انه,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,بيصير,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,تسمح لي,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,رجائا,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,عادي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,فيني,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,فيّ,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,لو سمحت,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,معليش,Morocco+Algeria,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,ممكن,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,D,H,H,300
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,ممكن اني,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,نجم,Tunisia+Libya,D,D,H,L,200
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Easy,نقدر,"Morocco+Algeria, Tunisia+Libya",D,D,H,M,250
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,هو انا اقدر,Egypt+Sudan,D,D,H,L,100
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,هو ممكن اني,Egypt+Sudan,D,D,H,L,100
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,هو ينفع اني,Egypt+Sudan,D,D,H,L,100
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,Medium,واش ممكن,Morocco+Algeria,D,D,H,L,100
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,احتمال,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Medium,بالاك,Morocco+Algeria,D,D,M,L,150
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,بالك,Tunisia+Libya,D,D,H,L,200
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Hard,بالكشي,Tunisia+Libya,D,D,L,L,0
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Hard,بلكشي,Tunisia+Libya,D,D,L,L,0
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,بلكي,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",D,D,M,M,200
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Medium,تقريب,Tunisia+Libya,D,D,M,L,150
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Medium,جايز,Egypt+Sudan,D,D,M,L,150
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Medium,قد يكون,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,ممكن,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,يجوز,Iraq,D,D,H,L,200
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,يكون,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,Easy,يمكن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",D,D,H,H,300
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,اصلا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,اكيد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,اولريدي,Egypt+Sudan,D,S,M,L,150
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,بالحق,Tunisia+Libya,D,D,H,L,150
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Hard,بالصاح,Morocco+Algeria,D,D,M,L,50
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,ديجا,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,150
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,خلاص,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,سور,Morocco+Algeria,D,D,H,L,200
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,صج,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,طبعا,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Hard,عالاكيد,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,عن جد,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,فعلا,"Iraq, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,قد,Qatar+Saudi+Oman+Yemen,S,D,H,L,1150
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,قيد,Qatar+Saudi+Oman+Yemen,S,D,H,L,1150
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Easy,مؤكد,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,Medium,من جد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Medium,امانة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
892,really,vraiment,حَقّاً,ADJ,Easy,اه,Morocco+Algeria,D,D,H,L,200
892,really,vraiment,حَقّاً,ADJ,Easy,بالحق,"Egypt+Sudan, Tunisia+Libya",D,D,H,M,200
892,really,vraiment,حَقّاً,ADJ,Hard,بالرسمي,Tunisia+Libya,D,D,M,L,50
892,really,vraiment,حَقّاً,ADJ,Medium,بالله,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
892,really,vraiment,حَقّاً,ADJ,Medium,بجد,Egypt+Sudan,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Easy,جد,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
892,really,vraiment,حَقّاً,ADJ,Easy,حقيقي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
892,really,vraiment,حَقّاً,ADJ,Medium,صج,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Easy,صح,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
892,really,vraiment,حَقّاً,ADJ,Easy,صحيح,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
892,really,vraiment,حَقّاً,ADJ,Easy,صدق,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
892,really,vraiment,حَقّاً,ADJ,Medium,عن جد,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Easy,فعلا,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
892,really,vraiment,حَقّاً,ADJ,Medium,قلدك الله,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Medium,مضبوط,Egypt+Sudan,D,D,M,L,100
892,really,vraiment,حَقّاً,ADJ,Easy,معقولة,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
892,really,vraiment,حَقّاً,ADJ,Medium,منك الصدق,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Medium,من جد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Medium,من صدق,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
892,really,vraiment,حَقّاً,ADJ,Easy,والله,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
894,be afraid,avoir peur,خَشِي,VERB,Hard,اترعب,Egypt+Sudan,D,D,M,L,50
894,be afraid,avoir peur,خَشِي,VERB,Hard,اتفزع,Egypt+Sudan,D,D,L,L,0
894,be afraid,avoir peur,خَشِي,VERB,Medium,اتوهم,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
894,be afraid,avoir peur,خَشِي,VERB,Medium,ارتعب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
894,be afraid,avoir peur,خَشِي,VERB,Hard,افتجع,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
894,be afraid,avoir peur,خَشِي,VERB,Hard,انذعر,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
894,be afraid,avoir peur,خَشِي,VERB,Medium,تخوف,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
894,be afraid,avoir peur,خَشِي,VERB,Medium,توهم,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
894,be afraid,avoir peur,خَشِي,VERB,Easy,خاف,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
894,be afraid,avoir peur,خَشِي,VERB,Easy,خايف,Egypt+Sudan,D,D,H,L,200
894,be afraid,avoir peur,خَشِي,VERB,Easy,خشي,Qatar+Saudi+Oman+Yemen,S,D,M,L,1100
894,be afraid,avoir peur,خَشِي,VERB,Medium,فزع,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
894,be afraid,avoir peur,خَشِي,VERB,Easy,قلق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,H,M,250
898,arrival,arrivée,وُصُول,NOUN,Medium,اريفي,Morocco+Algeria,D,S,L,L,150
898,arrival,arrivée,وُصُول,NOUN,Medium,جا,Tunisia+Libya,D,D,H,L,100
898,arrival,arrivée,وُصُول,NOUN,Easy,جية,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
898,arrival,arrivée,وُصُول,NOUN,Easy,رجوع,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
898,arrival,arrivée,وُصُول,NOUN,Easy,روح,Tunisia+Libya,D,D,H,L,200
898,arrival,arrivée,وُصُول,NOUN,Easy,قدوم,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
898,arrival,arrivée,وُصُول,NOUN,Hard,مجية,Egypt+Sudan,D,D,L,L,0
898,arrival,arrivée,وُصُول,NOUN,Easy,وصل,Tunisia+Libya,S,D,H,L,1200
898,arrival,arrivée,وُصُول,NOUN,Easy,وصول,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,H,H,1300
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,الكل,Tunisia+Libya,D,D,H,L,200
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,بالضبط,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Hard,بالقدا,Tunisia+Libya,D,D,M,L,50
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,بالكامل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,H,M,200
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,تماما,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Hard,خارق العادة,Tunisia+Libya,D,D,M,L,50
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Medium,سوا سوا,Morocco+Algeria,D,D,H,L,100
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,كامل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,كله,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Medium,كل ابوه,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Medium,كلش,Iraq,D,D,H,L,150
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,Easy,كليا,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
