English,French,MSA,POS,Dialect,DCom_Regions,CODA,CODA,RCom_Regions,MSA_Frequency,DA_Frequency,MSAFreq,DCom,RCom,DFreq,ASim,FSim
matter,sujet,أَمْر,NOUN,"ALE, AMM, BEI, DAM, JED, JER, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",شغلة,شغل,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",1512148,4239,6,2,6,4,0,0
matter,sujet,أَمْر,NOUN,"BAG, BAS, JED, MOS, RIY","Iraq, Qatar+Saudi+Oman+Yemen ",شي,ش,"Iraq, Qatar+Saudi+Oman+Yemen",1512148,5433789,6,2,6,7,0,0
matter,sujet,أَمْر,NOUN,"JED, RIY",Qatar+Saudi+Oman+Yemen ,غرض,غرض,Qatar+Saudi+Oman+Yemen,1512148,25960,6,1,2,4,0,0
matter,sujet,أَمْر,NOUN,"AMM, JED, JER, RIY, SAL, SAN, SFA, TUN","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",قضية,قض,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1512148,4881,6,3,6,4,0,0
matter,sujet,أَمْر,NOUN,"ALX, ASW, BAG, BAS, CAI, JED, MOS, RIY, SAN","Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen ",مسألة,سل,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1512148,3246,6,3,6,4,0,0
matter,sujet,أَمْر,NOUN,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",مشكلة,شكل,"Jordan, Lebanon, Palestine, Syria",1512148,13595,6,1,6,4,0,0
matter,sujet,أَمْر,NOUN,"ALX, AMM, ASW, BEN, CAI, DOH, JED, JER, KHA, RIY, SAL, SAN, SFA, TRI, TUN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",موضوع,ضع,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1512148,297185,6,4,6,5,0,0
how,comment,كَيْفَ,ADV,"ALX, ASW, CAI",Egypt+Sudan,ازاي,ز,Egypt+Sudan,2466076,325030,6,1,6,6,0,0
how,comment,كَيْفَ,ADV,RIY,Qatar+Saudi+Oman+Yemen ,اش لون,لن,Qatar+Saudi+Oman+Yemen,2466076,393036,6,1,6,6,0,0
how,comment,كَيْفَ,ADV,"BAG, BAS, MOS",Iraq,اشلون,شلن,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",2466076,24922,6,1,3,4,0,0
how,comment,كَيْفَ,ADV,RIY,Qatar+Saudi+Oman+Yemen ,ايش لون,ش+لن,Qatar+Saudi+Oman+Yemen,2466076,759992,6,1,1,6,0,0
how,comment,كَيْفَ,ADV,"ALE, BAG, BAS, BEI, DAM, DOH, MOS","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",شلون,شلن,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",2466076,361458,6,3,3,6,0,0
how,comment,كَيْفَ,ADV,"ALE, AMM, BEI, BEN, DAM, DOH, JED, JER, KHA, MUS, RIY, SAL, SAN, TRI","Syria, Lebanon, Jordan, Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Egypt+Sudan",كيف,كف,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",2466076,4081436,6,4,6,7,1,0
how,comment,كَيْفَ,ADV,"ALG, FES, RAB, SFA, TUN","Morocco+Algeria, Tunisia+Libya",كيفاش,كفش,"Morocco+Algeria, Tunisia+Libya",2466076,15208,6,2,3,4,0,0
how,comment,كَيْفَ,ADV,"ALG, SFA, TUN","Morocco+Algeria, Tunisia+Libya",كيفاه,كفه,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2466076,3872,6,2,3,4,0,0
how,comment,كَيْفَ,ADV,SAN,Qatar+Saudi+Oman+Yemen ,كيفه,كفه,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2466076,44365,6,1,3,5,0,0
how,comment,كَيْفَ,ADV,RIY,Qatar+Saudi+Oman+Yemen ,وشلون,شلن,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",2466076,308149,6,1,3,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"JED, MUS, RIY, SAN",Qatar+Saudi+Oman+Yemen ,اخ,خ,Qatar+Saudi+Oman+Yemen,640286,215651,6,1,6,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"BAG, BAS, BEN, JED, KHA, MOS, RIY, SAN, TRI","Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Egypt+Sudan",استاذ,ستذ,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",640286,199337,6,4,4,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"BEN, JED, RIY, SAN, TRI","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",دكتور,دكتر,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",640286,237948,6,2,6,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"BEN, TRI",Tunisia+Libya,ست,ستت,Tunisia+Libya,640286,110305,6,1,6,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"FES, RAB, SFA, TUN","Morocco+Algeria, Tunisia+Libya",سي,س,"Morocco+Algeria, Tunisia+Libya",640286,196062,6,2,6,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, JED, JER, KHA, MOS, RIY, SAL, SAN, TRI","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سيد,سد,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",640286,465252,6,6,6,6,1,0
"mr. , sir",monsieur,سَيِّد,NOUN,"JED, RIY",Qatar+Saudi+Oman+Yemen ,شيخ,شخ,Qatar+Saudi+Oman+Yemen,640286,421845,6,1,1,6,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,MUS,Qatar+Saudi+Oman+Yemen ,طيب,طب,Qatar+Saudi+Oman+Yemen,640286,1637920,6,1,5,6,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,JED,Qatar+Saudi+Oman+Yemen ,عم,عمم,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",640286,409291,6,1,6,6,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"BEN, TRI",Tunisia+Libya,عمي,عمم,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",640286,234270,6,1,6,5,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,"BEN, TRI",Tunisia+Libya,عمو,عم,Tunisia+Libya,640286,30592,6,1,6,4,0,0
"mr. , sir",monsieur,سَيِّد,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,فندم,فندم,Qatar+Saudi+Oman+Yemen,640286,17230,6,1,1,4,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,آنسة,نس,Qatar+Saudi+Oman+Yemen,357878,632,6,1,6,3,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"BEN, JED, TRI","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ابلة,بله,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",357878,757,6,2,2,3,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"BEN, JED, MUS, RIY, TRI","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اخت,خ,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",357878,170206,6,2,6,5,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"JED, KHA, RIY, SAN","Qatar+Saudi+Oman+Yemen , Egypt+Sudan",استاذة,ستذ,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",357878,655,6,2,4,3,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,ام,مم,Qatar+Saudi+Oman+Yemen,357878,2627274,6,1,6,6,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,حرم,حرم,Qatar+Saudi+Oman+Yemen,357878,144333,6,1,5,5,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"BEN, JED, RIY, TRI","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",خالة,خل,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",357878,1756,6,2,6,3,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"JED, RIY",Qatar+Saudi+Oman+Yemen ,دكتورة,دكتر,Qatar+Saudi+Oman+Yemen,357878,2424,6,1,6,3,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"ALE, ALX, AMM, ASW, BAG, BAS, BEI, CAI, DAM, JED, JER, MOS, SAL","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen ",ست,ستت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",357878,110305,6,4,6,5,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"ALE, ALG, ALX, AMM, ASW, BEI, BEN, CAI, DAM, DOH, JED, JER, RIY, SAL, SAN, TRI","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سيدة,سد,"Egypt+Sudan, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",357878,2959,6,5,6,3,1,0
"ms. , maam",madame,سَيِّدَة,NOUN,"SFA, TUN",Tunisia+Libya,للا,لل,Tunisia+Libya,357878,7928,6,1,6,4,0,0
"ms. , maam",madame,سَيِّدَة,NOUN,"ALE, ALG, AMM, BAG, BAS, BEI, DAM, FES, JER, KHA, MOS, RAB, SAL, SAN, SFA, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",مادام,دم,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",357878,186160,6,6,6,5,0,1
a little bit,un peu,ال+ قَلِيل,ADJ,MUS,Qatar+Saudi+Oman+Yemen ,القليل,قلل,"Iraq, Qatar+Saudi+Oman+Yemen",0,199512,0,1,6,5,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,BAS,Iraq,جليل,جلل,Iraq,0,18879,0,1,6,4,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"ALX, ASW, CAI",Egypt+Sudan,حبة,حبب,Egypt+Sudan,0,3675,0,1,6,4,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,حبتين ثلاث,حبب+ثلث,Qatar+Saudi+Oman+Yemen,0,1538813,0,1,1,6,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"ALE, AMM, BAG, BAS, BEI, DAM, DOH, JER, MOS, MUS, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",شوي,ش,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,738024,0,3,6,6,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Egypt+Sudan",شوية,ش,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,19155,0,6,6,4,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"ALX, ASW, CAI",Egypt+Sudan,شويه,ش,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,532160,0,1,6,6,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"SFA, TUN",Tunisia+Libya,طريف,طرف,Tunisia+Libya,0,44084,0,1,4,5,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,MUS,Qatar+Saudi+Oman+Yemen ,طشة,طش,Qatar+Saudi+Oman+Yemen,0,89,0,1,1,2,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"BAG, BAS, JED, MOS, RIY, SAN","Iraq, Qatar+Saudi+Oman+Yemen ",قليل,قلل,"Iraq, Qatar+Saudi+Oman+Yemen",0,894016,0,2,6,6,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,قليلة,قلل,"Iraq, Qatar+Saudi+Oman+Yemen",0,3970,0,1,6,4,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,كمية صغيرة,كم+كمم+صغر,Qatar+Saudi+Oman+Yemen,0,14959,0,1,1,4,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,ALG,Morocco+Algeria,ماشي بزاف,مش+بزف,Morocco+Algeria,0,472982,0,1,1,6,0,0
a little bit,un peu,ال+ قَلِيل,ADJ,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",نتفة,نتف,"Jordan, Lebanon, Palestine, Syria",0,284,0,1,2,2,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"BAG, BAS, MOS",Iraq,اهواي,ه,Iraq,0,2592,0,1,6,3,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"SFA, TUN",Tunisia+Libya,برشا,برش,Tunisia+Libya,0,33173,0,1,1,5,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"ALG, FES, RAB",Morocco+Algeria,بزاف,بزف,Morocco+Algeria,0,199740,0,1,1,5,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,زيادة,زد,Qatar+Saudi+Oman+Yemen,0,7036,0,1,6,4,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,زيادة قوي,زد+ق,Qatar+Saudi+Oman+Yemen,0,537286,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,DOH,Qatar+Saudi+Oman+Yemen ,شقد,شقد,Qatar+Saudi+Oman+Yemen,0,17965,0,1,2,4,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,DOH,Qatar+Saudi+Oman+Yemen ,شكثر,شكثر,Qatar+Saudi+Oman+Yemen,0,62220,0,1,2,5,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"ALE, BEI, DAM","Syria, Lebanon, Jordan, Palestine",كتير,كتر,"Jordan, Lebanon, Palestine, Syria",0,781743,0,1,3,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"AMM, BAS, JED, JER, MUS, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",كثير,كثر,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,1417077,0,3,6,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,KHA,Egypt+Sudan,كثير شديد,كثر+شدد,Egypt+Sudan,0,1621489,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"ALX, ASW, CAI",Egypt+Sudan,كثير قوى,كثر+ق,Egypt+Sudan,0,1419909,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",كثير كثير,كثر+كثر,"Jordan, Lebanon, Palestine, Syria",0,2834154,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,JED,Qatar+Saudi+Oman+Yemen ,مرة كثير,مرر+كثر,Qatar+Saudi+Oman+Yemen,0,1490618,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,TRI,Tunisia+Libya,هلبة بكل,هلب+بكل,Tunisia+Libya,0,2471509,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"BAG, BAS, MOS",Iraq,هوايا,ه,Iraq,0,6002,0,1,6,4,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,MUS,Qatar+Saudi+Oman+Yemen ,واجد,جد,Qatar+Saudi+Oman+Yemen,0,147815,0,1,6,5,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,BEN,Tunisia+Libya,واجد بكل,جد+بكل,Tunisia+Libya,0,2618955,0,1,1,6,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,DOH,Qatar+Saudi+Oman+Yemen ,واجد واجد,جد+جد,Qatar+Saudi+Oman+Yemen,0,295630,0,1,1,5,0,0
too much,trop,كَثِيراً جِدّاً,NOUN,"SFA, TUN",Tunisia+Libya,ياسر,سر,Tunisia+Libya,0,775532,0,1,6,6,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"BAG, BAS, MOS",Iraq,اهواي,ه,Iraq,1639799,2592,6,1,6,3,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"SFA, TUN",Tunisia+Libya,برشا,برش,Tunisia+Libya,1639799,33173,6,1,1,5,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"ALG, FES, RAB",Morocco+Algeria,بزاف,بزف,Morocco+Algeria,1639799,199740,6,1,1,5,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,خيرات,خر,Qatar+Saudi+Oman+Yemen,1639799,26809,6,1,6,4,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"ALX, ASW, CAI",Egypt+Sudan,زياة,ز,Egypt+Sudan,1639799,5,6,1,6,1,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"ALE, BEI, DAM","Syria, Lebanon, Jordan, Palestine",كتير,كتر,"Jordan, Lebanon, Palestine, Syria",1639799,781743,6,1,3,6,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"ALX, AMM, ASW, CAI, JED, JER, KHA, MUS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",كثير,كثر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",1639799,1417077,6,3,6,6,1,0
"many , a lot",beaucoup,كَثِيراً,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,كمية كبيرة,كم+كمم+كبر,Qatar+Saudi+Oman+Yemen,1639799,18471,6,1,1,4,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"BAG, BAS",Iraq,كون,كن,Iraq,1639799,159421,6,1,6,5,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,SAN,Qatar+Saudi+Oman+Yemen ,ملان,ملل,Qatar+Saudi+Oman+Yemen,1639799,1858,6,1,4,3,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,TUN,Tunisia+Libya,نود,ند,Tunisia+Libya,1639799,63984,6,1,5,5,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,TRI,Tunisia+Libya,هلبة,هلب,Tunisia+Libya,1639799,369,6,1,1,3,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"BAG, BAS, MOS",Iraq,هوايا,ه,Iraq,1639799,6002,6,1,6,4,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"BEN, DOH, MUS","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",واجد,جد,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1639799,147815,6,2,6,5,0,0
"many , a lot",beaucoup,كَثِيراً,ADJ,"SFA, TUN",Tunisia+Libya,ياسر,سر,Tunisia+Libya,1639799,775532,6,1,6,6,0,0
"still , yet",encore,ما زال,VERB,"BAG, BAS, MOS, MUS","Iraq, Qatar+Saudi+Oman+Yemen ",بعد,بعد,"Iraq, Qatar+Saudi+Oman+Yemen",0,11145784,0,2,6,7,0,0
"still , yet",encore,ما زال,VERB,"AMM, JER, MUS, SAL","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",بعده,بعده,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,642280,0,2,3,6,0,0
"still , yet",encore,ما زال,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",ضله,ضله,"Jordan, Lebanon, Palestine, Syria",0,2623,0,1,1,3,0,0
"still , yet",encore,ما زال,VERB,SAN,Qatar+Saudi+Oman+Yemen ,عاده,عدة,Qatar+Saudi+Oman+Yemen,0,251347,0,1,1,5,0,0
"still , yet",encore,ما زال,VERB,"DOH, RIY",Qatar+Saudi+Oman+Yemen ,لالحين,للحن,Qatar+Saudi+Oman+Yemen,0,353,0,1,1,3,0,0
"still , yet",encore,ما زال,VERB,MUS,Qatar+Saudi+Oman+Yemen ,لا زال,ل+زل,Qatar+Saudi+Oman+Yemen,0,52708499,0,1,1,8,0,0
"still , yet",encore,ما زال,VERB,"ALE, ALX, AMM, ASW, BAG, BAS, BEI, CAI, DAM, JED, JER, KHA, MOS, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen ",لسا,لس,"Egypt+Sudan, Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,54802,0,4,4,5,0,0
"still , yet",encore,ما زال,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",لساته,لسته,"Jordan, Lebanon, Palestine, Syria",0,723,0,1,1,3,0,0
"still , yet",encore,ما زال,VERB,"JED, KHA","Qatar+Saudi+Oman+Yemen , Egypt+Sudan",لسع,لسع,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",0,3241,0,2,2,4,0,0
"still , yet",encore,ما زال,VERB,"BAG, BAS, MOS",Iraq,لهسا,لهس,Iraq,0,408,0,1,1,3,0,0
"still , yet",encore,ما زال,VERB,"BAG, BAS, MOS",Iraq,ليهسا,لهس,Iraq,0,5,0,1,1,1,0,0
"still , yet",encore,ما زال,VERB,"ALG, FES, MUS, RAB, SAN, SFA, TUN","Morocco+Algeria, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",ما زال,م+زل,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",0,37833120,0,3,3,8,1,0
"still , yet",encore,ما زال,VERB,"BEN, TRI",Tunisia+Libya,مازال,مزل,Tunisia+Libya,0,222150,0,1,1,5,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اتخلى,خل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",560774,598,6,1,6,3,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اهمل,همل,Qatar+Saudi+Oman+Yemen,560774,15919,6,1,2,4,0,0
leave,laisser,تَرَك,VERB,"ALE, AMM, BAG, BAS, BEI, DAM, DOH, JED, JER, MOS, MUS, RIY, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",ترك,ترك، ركك,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",560774,369453,6,3,4,6,1,0
leave,laisser,تَرَك,VERB,"MUS, SAN",Qatar+Saudi+Oman+Yemen ,حط,حطط,Qatar+Saudi+Oman+Yemen,560774,223582,6,1,6,5,0,0
leave,laisser,تَرَك,VERB,"JED, MUS, RIY, SAN",Qatar+Saudi+Oman+Yemen ,خرج,خرج,Qatar+Saudi+Oman+Yemen,560774,220293,6,1,6,5,0,0
leave,laisser,تَرَك,VERB,DOH,Qatar+Saudi+Oman+Yemen ,خلا,خل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",560774,97123,6,1,6,5,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,خلف,خلف,Qatar+Saudi+Oman+Yemen,560774,715500,6,1,5,6,0,0
leave,laisser,تَرَك,VERB,"ALE, ALG, AMM, BAG, BAS, BEI, DAM, FES, JER, KHA, MOS, RAB, SAL, SAN, SFA, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",خلى,خل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",560774,2871,6,6,6,3,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,درب,درب,Qatar+Saudi+Oman+Yemen,560774,372435,6,1,4,6,0,0
leave,laisser,تَرَك,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",دشر,دشر,"Jordan, Lebanon, Palestine, Syria",560774,267,6,1,1,2,0,0
leave,laisser,تَرَك,VERB,"JED, MUS, RIY, SAN",Qatar+Saudi+Oman+Yemen ,راح,رح,Qatar+Saudi+Oman+Yemen,560774,2322197,6,1,6,6,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,رحل,رحل,Qatar+Saudi+Oman+Yemen,560774,331356,6,1,6,6,0,0
leave,laisser,تَرَك,VERB,"ALX, AMM, ASW, CAI, FES, JED, JER, KHA, RAB, RIY, SAL","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen ",ساب,سب، سبب,"Egypt+Sudan, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",560774,26207,6,4,5,4,0,0
leave,laisser,تَرَك,VERB,"BEN, DAM, JED, RIY, SAN, SFA, TRI, TUN","Tunisia+Libya, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",سيب,سب,"Egypt+Sudan, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",560774,31757,6,3,5,5,0,0
leave,laisser,تَرَك,VERB,"BEN, JED, MUS, RIY, SAN, TRI","Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",طلع,طلع,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",560774,429389,6,2,6,6,0,0
leave,laisser,تَرَك,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",طنش,طنش,"Jordan, Lebanon, Palestine, Syria",560774,14434,6,1,1,4,0,0
leave,laisser,تَرَك,VERB,"BAG, BAS, MOS",Iraq,عاف,عف,Iraq,560774,24246,6,1,5,4,0,0
leave,laisser,تَرَك,VERB,SAN,Qatar+Saudi+Oman+Yemen ,غادر,غدر,Qatar+Saudi+Oman+Yemen,560774,80103,6,1,6,5,0,0
